연번,Element ID,"항목명
(영문)","항목명
(국문)","필수
여부",OID,항목검증룰,"관계
Element ID",최대길이,"데이터 
유형",허용치,nullFlavor,비고,항목검증룰(변경내역),Question,CRSCUBE ANSWER
108,D.9.4.r.1a,MedDRA Version for Autopsy-determined Cause(s) of Death,사망원인의 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.9.4.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.9.4.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.9.4.r.1b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.9.4.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.9.4.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.9.4.r.1b 입력여부 검증",,
109,D.9.4.r.1b,Autopsy-determined Cause(s) of Death (MedDRA code),사망원인의 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.9.4.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.9.4.r.1a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.9.4.r.1a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.9.4.r.1a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.9.4.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.9.4.r.1a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.9.4.r.1a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.9.4.r.1a 입력여부 검증",,
110,D.9.4.r.2,Autopsy-determined Cause(s) of Death (free text),사망원인 설명,조건부필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 조건부필수값으로 D.9.4.r.1 항목에 값이 있는 경우 항목값 여부 검증
 1) D.9.4.r.1 항목값이 입력 된 경우 필수
2. 입력값이 250자 이하인지 검증","D.9.4.r.1a, 
D.9.4.r.1b",250,AN,자유기재,,,"1. 조건부필수값으로 D.9.4.r.1 항목에 값이 있는 경우 항목값 여부 검증
 1) D.9.4.r.1 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 250자 이하인지 검증",,
111,D.10.1,Parent Identification,부모이름(이니셜),비필수,2.16.840.1.113883.5.111,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 60자 이하인지 검증
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK""만 허용",,60,AN,자유기재,"MSK, ASKU, NASK, UNK",,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 60자 이하인지 검증
4. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK""만 허용",,
112,D.10.2.1,Date of Birth of Parent,부모의 생년월일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.10.2.2 항목값이 입력되었는지 검증
 1) D.10.2.1, D.10.2.2 항목 중 1항목만 입력",D.10.2.2,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.10.2.2 항목값이 입력되었는지 검증","-부모의 생년월일 및 연령 중 1개만 입력해야 하나요?
본 개정에서 해당 조건(6. D.10.2.2 항목값이 입력되었는지 검증  1) D.10.2.1, D.10.2.2 항목 중 1항목만 입력)이 추가된 배경이 궁금합니다. 해당 정보가 수집되었을 때 이를 모두 입력 가능하도록 설정되면 좋을 것 같습니다.",
113,D.10.2.2a,Age of Parent (number),부모의 연령(숫자),조건부필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 조건부필수값으로 D.10.2.2b 값이 있는 경우 항목값 여부 검증
2. 입력값이 3이하인지 검증
3. 입력값은 숫자만 허용함
4. D.10.2.2a 입력여부 검증
5. D.10.2.1 항목값이 입력되었는지 검증
 1) D.10.2.1, D.10.2.2 항목 중 1항목만 입력","D.10.2.1, 
D.10.2.2b",3,N,숫자,,,"1. 조건부필수값으로 D.10.2.2b 값이 있는 경우 항목값 여부 검증
2. OID 비교 검증
3. 입력값이 3이하인지 검증
4. 입력값은 숫자만 허용함
5. D.10.2.2a 입력여부 검증
6. D.10.2.1 항목값이 입력되었는지 검증",,
114,D.10.2.2b,Age of Parent (unit),부모의 연령(단위),조건부필수,2.16.840.1.113883.3.989.2.1.1.26,"1. 조건부필수값으로 D.10.2.2a 값이 있는 경우 항목값 여부 검증
2. 입력값이 50이하인지 검증
3. 입력값은 UCUM 코드로 허용된 코드인지 검증
4. D.10.2.2a 입력여부 검증
5. D.10.2.1 항목값이 입력되었는지 검증
 1) D.10.2.1, D.10.2.2 항목 중 1항목만 입력","D.10.2.1, 
D.10.2.2a",50,AN,"연, 연대",,,"1. OID 비교 검증
2. 조건부필수값으로 D.10.2.2a 값이 있는 경우 항목값 여부 검증
3. 입력값이 50이하인지 검증
4. 입력값은 UCUM 코드로 허용된 코드인지 검증
5. D.10.2.2a 입력여부 검증
6. D.10.2.1 항목값이 입력되었는지 검증",,
115,D.10.3,Last Menstrual Period Date of Parent,부모(어머니)의 최종 월경일,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 날짜 형식인지 검증
4. 최소 CCYY까지 입력되었는지 검증
5. 미래날짜는 입력불가
6. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,
116,D.10.4,Body Weight (kg) of Parent,부모의 체중(kg),비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 6자 이하인지 검증
3. 입력값은 숫자(소수점)만 허용함",,6,N,숫자(소수점),,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 6자 이하인지 검증
4. 입력값은 숫자(소수점)만 허용함",,
117,D.10.5,Height (cm) of Parent,부모의 신장(cm),비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 3자 이하인지 검증
3. 입력값은 숫자만 허용함",,3,N,숫자,,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 3자 이하인지 검증
4. 입력값은 숫자만 허용함",,
118,D.10.6,Sex of Parent,부모의 성별,조건부필수,1.0.5218,"1. 조건부필수값으로 D.10 항목 중 입력값이 있는경우 검증
 1) D.10 항목값이 입력 된 경우 필수
2. 입력값이 1자 이하인지 검증
3. 입력값은 ""1"",""2""만 허용함
4. nullflavor는 ""MSK"", ""UNK"", ""ASKU"", ""NASK"" 만 허용
5. D.10 항목의 값이 입력된 경우 검증",,1,N,"1=남성
2=여성","MSK, UNK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 1자 이하인지 검증
4. 입력값은 ""1"",""2""만 허용함
5. nullflavor는 ""MSK"", ""UNK"", ""ASKU"", ""NASK"" 만 허용
6. D.10 항목의 값이 입력된 경우 검증",,
119,D.10.7.1.r.1a,MedDRA Version for Medical History,과거 병력 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.10.7.1.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.10.7.1.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.10.7.1.r.1b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.10.7.1.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.10.7.1.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.8.r.6a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.10.7.1.r.1b 입력여부 검증",,
120,D.10.7.1.r.1b,Medical History (disease / surgical procedure / etc.) (MedDRA code),과거 병력 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.20
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.10.7.1.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.10.7.1.r.1a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.10.7.1.r.1a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.10.7.1.r.1a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.10.7.1.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.10.7.1.r.1a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.10.7.1.r.1a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.10.7.1.r.1a 입력여부 검증",,
121,D.10.7.1.r.2,Start Date,시작일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,
122,D.10.7.1.r.3,Continuing,지속여부,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값은 ""예"",""아니오""만 허용함
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK"" 만 허용",,-,Boolean,"예
아니오","MSK, ASKU, NASK, UNK",,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값은 ""예"",""아니오""만 허용함
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK"" 만 허용",,
123,D.10.7.1.r.4,End Date,종료일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.10.7.1.r.2 항목값보다 과거일자 입력 불가능",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.10.7.1.r.2 항목값보다 과거일자 입력 불가능",,
124,D.10.7.1.r.5,Comments,비고,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 2000자 이하인지 검증",,2000,AN,자유기재,,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 2000자 이하인지 검증",,
125,D.10.7.2,Text for Relevant Medical History and Concurrent Conditions of Parent,과거 병력 설명,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 10000자 이하인지 검증",,10000,AN,자유기재,,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 10000자 이하인지 검증",,
126,D.10.8.r.1,Name of Drug as Reported,의약품명,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 250자 이하인지 검증",,250,AN,자유기재,,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 250자 이하인지 검증",,
127,D.10.8.r.1.KR.1a,medicinal product version,의약품 코드 버전,조건부필수,,"1. 조건부필수값으로 입력값이 있는경우 검증
 1) N.2.r.3 항목값이 입력값이 국외(FR)의 경우 필수 입력값 검증
2. 허용하고 있는 (WHODrug)버전인지 검증
3. 입력값이 20자 이하인지 검증",D.10.8.r.1.KR.1b,20,AN,국외 이상사례보고의 경우 WHODrug 버전(Global C3 Short version) 입력,,,"1. 조건부필수값으로 입력값이 있는경우 검증
2. N.2.r.3 항목값이 입력값이 국외(FR)의 경우 필수 입력값 검증
 1) 허용하고 있는 (WHODrug)버전인지 검증
3. 입력값이 20자 이하인지 검증
4. D.10.8.r.1.KR.1b에 입력된 경우 필수로 값 입력해야함",,
128,D.10.8.r.1.KR.1b,medicinal product ID,의약품 코드,조건부필수,"국내=2.16.840.1.113883.3.989.5.1.10.2.1
국외=2.16.840.1.113883.6.294","1. 조건부필수값으로 입력값이 있는경우 검증
 1) N.2.r.3 항목의 입력값이 ""국내(KR)"", ""국외(FR)""인 경우 검증
 2) N.2.r.3 항목값이 시판 후 국내(KR)보고인 경우 품목기준코드 입력 검증
 3) N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 WHODrug코드 입력 검증
3. 입력값이 10자 이하인지 검증
4. N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 입력값이 D.10.8.r.1.KR.1a 항목에 입력된 버전의 코드인지 검증",D.10.8.r.1.KR.1a,10,AN,"국내 이상사례보고의 경우 품목기준코드 입력
국외 이상사례보고의 경우 WHODrug (Global C3 Medicinalprod Id)코드 입력",,,"1. 조건부필수값으로 입력값이 있는경우 검증
2. N.2.r.3 항목의 입력값이 ""국내(KR)"", ""국외(FR)""인 경우 필수값으로 검증
 1) N.2.r.3 항목값이 시판 후 국내(KR)보고인 경우 품목기준코드 입력을 필수값으로 검증
 2) N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 WHODrug코드 입력을 필수값으로 검증
3. OID 비교 검증
4. 입력값이 10자 이하인지 검증
5. N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 입력값이 D.10.8.r.1.KR.1a 항목에 입력된 버전의 코드인지 검증",,
129,D.10.8.r.2a,MPID Version Date/Number,의약품식별자(MPID) 버전,비필수,,"1. 비필수로 D.10.8.r.2b에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 MPID 버전과 일치하는지 검증
4. D.10.8.r.2b 항목에 값이 입력되었는지 검증",D.10.8.r.2b,10,AN,IDMP,,IDMP 확정 후 사용,"1. 비필수로 D.10.8.r.2b에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 MPID 버전과 일치하는지 검증
4. D.10.8.r.2b 항목에 값이 입력되었는지 검증",,
130,D.10.8.r.2b,Medicinal Product Identifier (MPID),의약품식별자(MPID),비필수,TBD,"1. 비필수로 D.10.8.r.2a에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 1000자 이하인지 검증
3. 입력값이 D.10.8.r.2a 항목의 버전의 MPID 코드인지 검증
4. D.10.8.r.2a 항목에 값이 입력되었는지 검증",D.10.8.r.2a,1000,AN,IDMP,,IDMP 확정 후 사용,"1. 비필수로 D.10.8.r.2a에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 1000자 이하인지 검증
3. 입력값이 D.10.8.r.2a 항목의 버전의 MPID 코드인지 검증
4. D.10.8.r.2a 항목에 값이 입력되었는지 검증",,
131,D.10.8.r.3a,PhPID Version Date/Number,제제식별자(PhPID) 버전,비필수,,"1. 비필수로 D.10.8.r.3b 에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 PhPID 버전과 일치하는지 검증
4. D.10.8.r.3b 항목에 값이 입력되었는지 검증",D.10.8.r.3b,10,AN,IDMP,,IDMP 확정 후 사용,"1. 비필수로 D.10.8.r.3b 에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 PhPID 버전과 일치하는지 검증
4. D.10.8.r.3b 항목에 값이 입력되었는지 검증",,
132,D.10.8.r.3b,Pharmaceutical Product Identifier (PhPID),제제식별자(PhPID),비필수,TBD,"1. 비필수로 D.10.8.r.3a에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 250자 이하인지 검증
3. 입력값이 D.10.8.r.3a 항목의 버전의 PhPID 코드인지 검증
4. D.10.8.r.3a 항목에 값이 입력되었는지 검증",D.10.8.r.3a,250,AN,IDMP,,IDMP 확정 후 사용,"1. 비필수로 D.10.8.r.3a에 항목값이 있는 경우 항목 여부 검증
2. 입력값이 250자 이하인지 검증
3. 입력값이 D.10.8.r.3a 항목의 버전의 PhPID 코드인지 검증
4. D.10.8.r.3a 항목에 값이 입력되었는지 검증",,
133,D.10.8.r.4,Start Date,시작일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,
134,D.10.8.r.5,End Date,종료일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6.  D.10.8.r.4 항목값보다 과거일자 입력 불가능",D.10.8.r.4,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6.  D.10.8.r.4 항목값보다 과거일자 입력 불가능",,
135,D.10.8.r.6a,MedDRA Version for Indication,적응증의 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.10.8.r.6b 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.6b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.10.8.r.6b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.10.8.r.6b 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.6b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.10.8.r.6b 입력여부 검증",,
136,D.10.8.r.6b,Indication (MedDRA code),적응증의 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.10.8.r.6a 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.6a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.10.8.r.6a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.10.8.r.6a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.10.8.r.6a 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.6a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.10.8.r.6a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.10.8.r.6a 입력여부 검증",,
137,D.10.8.r.7a,MedDRA Version for Reaction,약물이상반응의 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.10.8.r.7b 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.7b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.10.8.r.7b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.10.8.r.7b 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.7b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.10.8.r.7b 입력여부 검증",,
138,D.10.8.r.7b,Reactions (MedDRA code),약물이상반응의 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.10.8.r.7a 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.7a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.10.8.r.7a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.10.8.r.7a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.10.8.r.7a 항목값이 있는 경우 항목값 여부 검증
 1) D.10.8.r.7a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.10.8.r.7a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.10.8.r.7a 입력여부 검증",,
139,E.i.1.1a,Reaction / Event as Reported by the Primary Source in Native Language,원보고자가 보고한 약물이상반응/이상사례(현지 언어),비필수,,"1. 비필수로 항목값이 입력된 경우 검증
2. 입력값이 250자 이하인지 검증",,250,AN,자유기재,,,"1. 비필수로 항목값이 입력된 경우 검증
2. 입력값이 250자 이하인지 검증",,
140,E.i.1.1b,Reaction / Event as Reported by the Primary Source Language,원보고자의 현지언어,조건부필수,"1.0.639.2
2.16.840.1.113883.6.100","1. 조건부필수값으로 E.i.1.1a 항목에 값이 있는 경우 항목 검증
2. 입력값이 3자리 이하인지 검증
3. 입력값은 ""ISO 639-2 RA, alpha-3""에 포함된 코드만 허용함",E.i.1.1a,3,A,"ISO 639-2/RA, alpha-3",,,"1. 조건부필수값으로 E.i.1.1a 항목에 값이 있는 경우 항목 검증
2. OID 비교 검증
3. 입력값이 3자리 이하인지 검증
4. 입력값은 ""ISO 639-2 RA, alpha-3""에 포함된 코드만 허용함",,
141,E.i.1.2,Reaction / Event as Reported by the Primary Source for Translation,원보고자가 보고한 약물이상반응/이상사례,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 항목값이 입력된 경우 검증
2. 입력값이 250자 이하인지 검증",,250,AN,자유기재,,,"1. 비필수로 항목값이 입력된 경우 검증
2. OID 비교 검증
3. 입력값이 250자 이하인지 검증",,
142,E.i.2.1a,MedDRA Version for Reaction / Event,약물이상반응/이상사례 MedDRA 버전,필수,,"1. 필수값으로 항목값 여부 검증
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",E.i.2.1b,4,AN,MedDRA 버전,,,"1. 필수값으로 항목값 여부 검증
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a ,D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, D.10.8.r.7a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. E.i.2.1b 입력여부 검증",,
143,E.i.2.1b,Reaction / Event (MedDRA code),약물이상반응/이상사례 MedDRA 코드,필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 필수값으로 항목값 여부 검증
2. 입력값이 8자 이하인지 검증
3. E.i.2.1a항목에 입력된 MedDRA 버전의 MedDRA 코드인지 검증",E.i.2.1a,8,N,MedDRA 코드 8자리,,,"1. 필수값으로 항목값 여부 검증
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. E.i.2.1a 항목 입력여부 검증
4. E.i.2.1a항목에 입력된 MedDRA 버전의 MedDRA 코드인지 검증",,
144,E.i.3.1,Term Highlighted by the Reporter,원보고자가 강조한 용어,비필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.3.989.2.1.1.10","1. 비필수로 항목값이 입력된 경우 검증
2. 입력값이 1자리 이하인지 검증
3. 입력값은 숫자만 허용함
4. 입력값은 ""1"",""2"",""3"",""4""만 허용",,1,N,"1=원보고자가 강조함. 중대하지 않음.
2=원보고자가 강조하지 않음. 중대하지 않음.
3=원보고자가 강조함. 중대함.
4=원보고자가 강조하지 않음. 중대함.",,,"1. 비필수로 항목값이 입력된 경우 검증
2. OID 비교 검증
3. 입력값이 1자리 이하인지 검증
4. 입력값은 숫자만 허용함
5. 입력값은 ""1"",""2"",""3"",""4""만 허용",,
145,E.i.3.2a,Results in Death,사망,필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 필수값으로 항목값 여부 검증
2. 입력값은 ""예""만 허용함
3. nullflavor는 ""NI""만 허용함",,-,Boolean,예,NI,,"1. OID 비교 검증
2. 필수값으로 항목값 여부 검증
3. 입력값은 ""예""만 허용함
4. nullflavor는 ""NI""만 허용함",,
146,E.i.3.2b,Life Threatening,생명의 위협,필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 필수값으로 항목값 여부 검증
2. 입력값은 ""예""만 허용함
3. nullflavor는 ""NI""만 허용함",,-,Boolean,예,NI,,"1. OID 비교 검증
2. 필수값으로 항목값 여부 검증
3. 입력값은 ""예""만 허용함
4. nullflavor는 ""NI""만 허용함",,
147,E.i.3.2c,Caused / Prolonged Hospitalisation,입원 또는 입원기간의 연장,필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 필수값으로 항목값 여부 검증
2. 입력값은 ""예""만 허용함
3. nullflavor는 ""NI""만 허용함",,-,Boolean,예,NI,,"1. OID 비교 검증
2. 필수값으로 항목값 여부 검증
3. 입력값은 ""예""만 허용함
4. nullflavor는 ""NI""만 허용함",,
148,E.i.3.2d,Disabling / Incapacitating,중대한 불구나 기능저하,필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 필수값으로 항목값 여부 검증
2. 입력값은 ""예""만 허용함
3. nullflavor는 ""NI""만 허용함",,-,Boolean,예,NI,,"1. OID 비교 검증
2. 필수값으로 항목값 여부 검증
3. 입력값은 ""예""만 허용함
4. nullflavor는 ""NI""만 허용함",,
